matchup,page,date,content_type,collection,record_id
Truro season summary,68,18950000,team information,Tony Webb minor counties collection,
Truro player statistics,68,18950000,statistics,Tony Webb minor counties collection,
RMLI v Plymouth College,69,18950704,match information,Tony Webb minor counties collection,
Cricket Fixtures,69,18950700,fixture information,Tony Webb minor counties collection,
South Devon v Totnes,69,18950704,match information,Tony Webb minor counties collection,
Plymouth v Stonehouse,69,18950704,match information,Tony Webb minor counties collection,
Tavistock v Kelly College,69,18950704,match information,Tony Webb minor counties collection,
Torquay v HMS Britannia,69,18950704,match information,Tony Webb minor counties collection,
Hatherleigh v Bow,69,18950704,match information,Tony Webb minor counties collection,
Cheveley Hall v Mutley Grammar School,69,18950704,match information,Tony Webb minor counties collection,
Bodmin v St Blazey,69,18950703,match information,Tony Webb minor counties collection,
Beaconsfield v Plymouth College Second XI,69,18950704,match information,Tony Webb minor counties collection,
Plymouth Borough Asylum v Totnes,69,18950703,match information,Tony Webb minor counties collection,
St Andrew's v Mannamead School Second XI,69,18950704,match information,Tony Webb minor counties collection,
Penzance players,69,18950705,player information,Tony Webb minor counties collection,
Exeter Cathedral School v Wonford House,70,18950703,match information,Tony Webb minor counties collection,
Plymouth v Stonehouse,70,18950704,match information,Tony Webb minor counties collection,
Torquay v H M S Britannia,70,18950704,match information,Tony Webb minor counties collection,
Exmouth v Mr A Kindersley's XI,70,18950703,match information,Tony Webb minor counties collection,
Exeter Cathedral School v Wonford House,70,18950704,match information,Tony Webb minor counties collection,
Devon v Cornwall,71,18950722,match information,Tony Webb minor counties collection,
Somerset Light Infantry v Royal Marines,71,18950722,match information,Tony Webb minor counties collection,
Britannia v Mr F Preake's XI,71,18950720,match information,Tony Webb minor counties collection,
Illogan v Camborne,71,18950720,match information,Tony Webb minor counties collection,
Yealmpton Grammar School v Plympton Grammar School,71,18950720,match information,Tony Webb minor counties collection,
Sharpshooters v Ganges,71,18950720,match information,Tony Webb minor counties collection,
Truro College v Falmouth,71,18950720,match information,Tony Webb minor counties collection,
GWR v Stonehouse,71,18950720,match information,Tony Webb minor counties collection,
Wolsden v St Germans,71,18950720,match information,Tony Webb minor counties collection,
Cornwall v Plymouth And District,71,18950720,match information,Tony Webb minor counties collection,
Ford v Royal Marines,71,18950720,match information,Tony Webb minor counties collection,
Thomas R Sutton,71,18950717,obituary,Tony Webb minor counties collection,
G L Jessop Performance For Beccles College v Norfolk County Asylum,71,18950000,match information,Tony Webb minor counties collection,
R H Lambert Performance For Leicester v Fitzwilliam Lawn Tennis Club,71,18950000,match information,Tony Webb minor counties collection,
Exeter League,71,18950723,league information,Tony Webb minor counties collection,
Exeter League Notes,71,18950723,newspaper cuttings,Tony Webb minor counties collection,
Exeter v St Andrew's Chapel,71,18950805,fixture information,Tony Webb minor counties collection,
Raglan Barracks v North Devon,72,18950808,match information,Tony Webb minor counties collection,
Sidmouth v Incogniti,72,18950807,match information,Tony Webb minor counties collection,
Tavistock v Plymouth,72,18950806,match information,Tony Webb minor counties collection,
Exmouth v Blue Mantles,72,18950807,match information,Tony Webb minor counties collection,
Plymouth Police v Sherwill,72,18950807,match information,Tony Webb minor counties collection,
Padstow v Littlepetherick,72,18950800,match information,Tony Webb minor counties collection,
Cricket Fixtures,72,18950800,fixture information,Tony Webb minor counties collection,
Exeter v North Devon,73,18950815,match information,Tony Webb minor counties collection,
Exmouth v South Hampstead,73,18950814,match information,Tony Webb minor counties collection,
Yorkshire v Essex,73,18950815,match information,Tony Webb minor counties collection,
Incogniti v Ishmaelites,73,18950815,match information,Tony Webb minor counties collection,
Baron Falkenstein's XI v C G Lovesby's XI,73,18950812,match information,Tony Webb minor counties collection,
Teignbridge v North Devon,73,18950815,match information,Tony Webb minor counties collection,
Bedminster v Plymouth Garrison,74,18950814,match information,Tony Webb minor counties collection,
Plymouth Police v 7th Co W D R A,74,18950815,match information,Tony Webb minor counties collection,
Incogniti v Ishmaelites,74,18950815,match information,Tony Webb minor counties collection,
Bedminster v Plymouth Garrison,74,18950815,match information,Tony Webb minor counties collection,
Sidmouth v Seaton,74,18950814,match information,Tony Webb minor counties collection,
Ishmaelites v Incogniti,74,18950816,match information,Tony Webb minor counties collection,
Exmouth v South Hampthead,74,18950814,match information,Tony Webb minor counties collection,
Teignbridge v North Devon,74,18950815,match information,Tony Webb minor counties collection,
Devon players,74,18950800,player information,Tony Webb minor counties collection,
Cricket fixtures,74,18950800,fixture information,Tony Webb minor counties collection,
Seaton v Ealing,75,18950816,match information,Tony Webb minor counties collection,
Sidmouth v Ealing,75,18950820,match information,Tony Webb minor counties collection,
Killerton v Exe Valley Second XI,75,18950800,match information,Tony Webb minor counties collection,
Devon County Asylum v Mr Newbery's XI,75,18950817,match information,Tony Webb minor counties collection,
Exmouth v Mr W Opleton's Team,75,18950820,match information,Tony Webb minor counties collection,
Wivelscombe v Wellington,75,18950817,match information,Tony Webb minor counties collection,
Bradfield v Ashill,75,18950800,match information,Tony Webb minor counties collection,
Bridge Mills v Uffculme,75,18950817,match information,Tony Webb minor counties collection,
Ishmaelites v South Devon,76,18950819,match information,Tony Webb minor counties collection,
Naval Ordnance v Plymouth Borough Asylum,76,18950817,match information,Tony Webb minor counties collection,
Plymouth Police v Nomads,76,18950819,match information,Tony Webb minor counties collection,
Bull Point v Plymouth Borough Police,76,18950817,match information,Tony Webb minor counties collection,
Stonehouse Reserve v Naval Ordnance Reserve,76,18950817,match information,Tony Webb minor counties collection,
Hernals v Warps,76,18950819,match information,Tony Webb minor counties collection,
Yealmpton v Ivybridge,76,18950800,match information,Tony Webb minor counties collection,
Tavistock B v RM Engineers Second XI,76,18950817,match information,Tony Webb minor counties collection,
Ishmaelites v South Devon,76,18950820,match information,Tony Webb minor counties collection,
Sidmouth v Ealing,76,18950819,match information,Tony Webb minor counties collection,
Leland v Rev Gillett's XI,76,18950817,match information,Tony Webb minor counties collection,
Clearbrook v Pteetstavy,76,18950817,match information,Tony Webb minor counties collection,
Falmouth v Helston,77,18950829,match information,Tony Webb minor counties collection,
Tiverton v Swansea Tourists,77,18950829,match information,Tony Webb minor counties collection,
Sidmouth v MCC,77,18950829,match information,Tony Webb minor counties collection,
Exeter v Swansea Tourists,77,18950829,match information,Tony Webb minor counties collection,
St Columb v St Blazey,77,18950828,match information,Tony Webb minor counties collection,
Padstow v Polseath Visitors,77,18950828,match information,Tony Webb minor counties collection,
Dartmoor Prison Officers v Westbrook,77,18950800,match information,Tony Webb minor counties collection,
Troon v Perranarworthal,78,18950824,match information,Tony Webb minor counties collection,
Bude v Camelford,78,18950824,match information,Tony Webb minor counties collection,
Exmouth v Swansea Tourists,78,18950827,match information,Tony Webb minor counties collection,
Bull Point v Press,78,18950824,match information,Tony Webb minor counties collection,
Galmpton v Ipplepen,78,18950824,match information,Tony Webb minor counties collection,
Cornwall players,78,18950828,player information,Tony Webb minor counties collection,
Plymouth Garrison v Cornwall County,78,18950828,match information,Tony Webb minor counties collection,
Poole Park v L & S W R Co,79,18950831,match information,Tony Webb minor counties collection,
Sopley v G M Nicholson's XI,79,18950828,match information,Tony Webb minor counties collection,
Milford v Milford Visitors,79,18950831,match information,Tony Webb minor counties collection,
United v Royal Artillery,79,18950904,match information,Tony Webb minor counties collection,
Pylewell Park v Boldre,79,18950824,match information,Tony Webb minor counties collection,
Pylewell Park v Pennington,79,18950831,match information,Tony Webb minor counties collection,
Sopley match list,79,18950900,team information,Tony Webb minor counties collection,
United match list,79,18950900,team information,Tony Webb minor counties collection,
Bournemouth v Lulworth Lobsters,80,18950903,match information,Tony Webb minor counties collection,
Bournemouth season summary,80,18950900,team information,Tony Webb minor counties collection,
Bournemouth player statistics,80,18950900,statistics,Tony Webb minor counties collection,
Pylewell Park player statistics,80,18950831,statistics,Tony Webb minor counties collection,
Poole Park v Blandford,81,18950807,match information,Tony Webb minor counties collection,
Bournemouth v MCC,81,18950801,match information,Tony Webb minor counties collection,
Poole v Mr Spencer Smith's XI,81,18950800,match information,Tony Webb minor counties collection,
Arnold College season summary,81,18950800,team information,Tony Webb minor counties collection,
Arnold College player statistics,81,18950800,statistics,Tony Webb minor counties collection,
United C O v Mr Cornish's XI,81,18950807,match information,Tony Webb minor counties collection,
Dorset cricket fixtures,81,18950800,fixture information,Tony Webb minor counties collection,
Captain Nicholl's XI v Mr J A Brook's XI,82,18950603,match information,Tony Webb minor counties collection,
Durham University v St George's,82,18950603,match information,Tony Webb minor counties collection,
Craghead v Ouston,82,18950601,match information,Tony Webb minor counties collection,
Harraton v Bill Quay Albion,82,18950601,match information,Tony Webb minor counties collection,
Felling Temperance v Washington,82,18950601,match information,Tony Webb minor counties collection,
City Asylum v Wesley Chapel,82,18950601,match information,Tony Webb minor counties collection,
Ouston Wanderers v Craghead Colliery,82,18950601,match information,Tony Webb minor counties collection,
Delaval Hall v Seghill,82,18950601,match information,Tony Webb minor counties collection,
Kirkley v Mitford,82,18950601,match information,Tony Webb minor counties collection,
Whickham v Banwell Hill,82,18950601,match information,Tony Webb minor counties collection,
Bishop Auckland v Spennymoor,82,18950603,match information,Tony Webb minor counties collection,
Mitford v Hartley Hastings Second XI,83,18950531,match information,Tony Webb minor counties collection,
K O S B v Alnwick Wednesday,83,18950603,match information,Tony Webb minor counties collection,
Y M C A v Hebburn St John's,83,18950601,match information,Tony Webb minor counties collection,
Crook v Hetton Lyons,83,18950601,match information,Tony Webb minor counties collection,
Bywell v Newton,83,18950601,match information,Tony Webb minor counties collection,
Ryton v Gateshead Fell,83,18950601,match information,Tony Webb minor counties collection,
Stanley And District v Durham City Second XI,83,18950603,match information,Tony Webb minor counties collection,
Pleasant Sunday Afternoon Newcastle v Newbiggin Institute,83,18950603,match information,Tony Webb minor counties collection,
North Durham First XI v Rookcliff First XI,83,18950603,match information,Tony Webb minor counties collection,
Coldstream v Kelso,83,18950601,match information,Tony Webb minor counties collection,
Greenside v Ovingham,83,18950601,match information,Tony Webb minor counties collection,
Alnwick v North Eastern Newcastle,83,18950603,match information,Tony Webb minor counties collection,
Longhirst v Bothal,83,18950601,match information,Tony Webb minor counties collection,
Consett And District v Elswick Works,83,18950603,match information,Tony Webb minor counties collection,
Eppleton Second XI v Hamsteels First XI,84,18950531,match information,Tony Webb minor counties collection,
Tudhoe v Norton Second XI,84,18950604,match information,Tony Webb minor counties collection,
Morpeth YMCA v Ashington Excelsior,84,18950603,match information,Tony Webb minor counties collection,
Hermitage v Henderson's Scratch XI,84,18950603,match information,Tony Webb minor counties collection,
Hetton Lyons ground information,84,18950601,ground information,Tony Webb minor counties collection,
Hetton Lyons v M Ross' XVI,84,18950601,match information,Tony Webb minor counties collection,
Sunderland v South Shields,85,18950629,fixture information,Tony Webb minor counties collection,
Philadelphia v Whitburn,85,18950629,fixture information,Tony Webb minor counties collection,
Deptford Ramblers v Hendon Waverley,85,18950629,fixture information,Tony Webb minor counties collection,
Deptford Ramblers players,85,18950628,player information,Tony Webb minor counties collection,
St Luke's v St Hilda's,85,18950629,fixture information,Tony Webb minor counties collection,
St Luke's players,85,18950628,player information,Tony Webb minor counties collection,
Pallion Institute v Ven Bede's,85,18950629,fixture information,Tony Webb minor counties collection,
Alexandra Amateurs v Fulwell,85,18950629,fixture information,Tony Webb minor counties collection,
West End Ramblers v Deptford,85,18950629,fixture information,Tony Webb minor counties collection,
Franklin v Roker Park,85,18950629,fixture information,Tony Webb minor counties collection,
Trimdon street Wesleyans v Fulwell,85,18950629,fixture information,Tony Webb minor counties collection,
Havelock v Hendon PM,85,18950629,fixture information,Tony Webb minor counties collection,
Sunderland Second XI v South Shields Second XI,85,18950628,match information,Tony Webb minor counties collection,
Sunderland Second XI players,85,18950628,player information,Tony Webb minor counties collection,
Black Watch v Seaham Ernest,85,18950628,match information,Tony Webb minor counties collection,
Black Watch players,85,18950628,player information,Tony Webb minor counties collection,
Penshaw Church v Seaham Ernest,85,18950628,match information,Tony Webb minor counties collection,
New Seaham MIA v Monkwearmouth,85,18950628,match information,Tony Webb minor counties collection,
Tyne Dock NER Juniors v High Fell Second XI,86,18950705,match information,Tony Webb minor counties collection,
Moorsley First XI v Hetton Lyons Second XI,86,18950706,match information,Tony Webb minor counties collection,
West Denton v Wickham Second XI,86,18950706,match information,Tony Webb minor counties collection,
Heaton Guild v Percy YMCA,86,18950706,match information,Tony Webb minor counties collection,
Haltwhistle v Humshaugh,86,18950706,match information,Tony Webb minor counties collection,
Elswick Works Second XI v Jarrow,86,18950706,match information,Tony Webb minor counties collection,
Gateshead Presbyterian v Swalwell United,86,18950706,match information,Tony Webb minor counties collection,
Gallowhill v Backworth,86,18950706,match information,Tony Webb minor counties collection,
Wesley Chapel v South Shields Third XI,86,18950706,match information,Tony Webb minor counties collection,
Seghill v Blagdon,86,18950706,match information,Tony Webb minor counties collection,
Hetton Lyons v Sherburn,86,18950706,match information,Tony Webb minor counties collection,
Whickham v Benwell Hill,86,18950706,match information,Tony Webb minor counties collection,
Bothal v Netherwitton,86,18950706,match information,Tony Webb minor counties collection,
Acklington And District v Lesbury,86,18950706,match information,Tony Webb minor counties collection,
Northern Nomads tour information,86,18950709,tour information,Tony Webb minor counties collection,
Durham County Senior League Northern Division team aggregates,86,18950709,statistics,Tony Webb minor counties collection,
Jarrow First XI,86,18950709,fixture information,Tony Webb minor counties collection,
Newcastle,86,18950704,newspaper cuttings,Tony Webb minor counties collection,
South Northumberland v Elswick Works,86,18950712,match information,Tony Webb minor counties collection,
Royal Grammar School Second XI v Wesley Chapel Second XI,87,18950705,match information,Tony Webb minor counties collection,
Murton Colliery Second XI v New Seaham Earnest Second XI,87,18950705,match information,Tony Webb minor counties collection,
Eppleton v South Hetton,87,18950705,match information,Tony Webb minor counties collection,
Howick v Warkworth,87,18950706,match information,Tony Webb minor counties collection,
Close House v Tynedale,87,18950706,match information,Tony Webb minor counties collection,
Elswick Works v Royal Grammar School,87,18950706,match information,Tony Webb minor counties collection,
Rockliff v Benwell,87,18950706,match information,Tony Webb minor counties collection,
North Eastern County School v Darlington Grammar School,87,18950706,match information,Tony Webb minor counties collection,
Ladies v Gentlemen,87,18950706,match information,Tony Webb minor counties collection,
Ryton v Quayside Wanderers,87,18950706,match information,Tony Webb minor counties collection,
Felling Temperance Second XI v High Fell First XI,88,18950705,match information,Tony Webb minor counties collection,
Felling Temperance v Washington,88,18950705,match information,Tony Webb minor counties collection,
Winlaton v Greenside,88,18950706,match information,Tony Webb minor counties collection,
Hermitage v Waldridge,88,18950700,match information,Tony Webb minor counties collection,
Captain Nicholls XI v Mr Bewicke's XI,89,18950705,match information,Tony Webb minor counties collection,
Newcastle Daily Journal cricket commentary,89,18950711,newspaper cuttings,Tony Webb minor counties collection,
Stockton v Darlington,89,18950706,match information,Tony Webb minor counties collection,
South Shields v Tynemouth,89,18950706,match information,Tony Webb minor counties collection,
North Durham team performance,89,18950706,newspaper cuttings,Tony Webb minor counties collection,
Sunderland v Consett,89,18950706,match information,Tony Webb minor counties collection,
Eley player performance,89,18950706,newspaper cuttings,Tony Webb minor counties collection,
St George's v Northumberland,89,18950706,match information,Tony Webb minor counties collection,
Constable Burton v Darlington,89,18950710,match information,Tony Webb minor counties collection,
Belsay v Woolsington,89,18950700,match information,Tony Webb minor counties collection,
Consett Wednesday v Chester-Le-Street Wednesday,89,18950710,match information,Tony Webb minor counties collection,
Shields St Johns v Tyne Dock Second XI,89,18950700,match information,Tony Webb minor counties collection,
Lanchester v Burnopside Hall,89,18950700,match information,Tony Webb minor counties collection,
Hamsteels v Langley Park,89,18950700,match information,Tony Webb minor counties collection,
Hetton Wednesday v Sunderland Licensed Victuallers,89,18950700,match information,Tony Webb minor counties collection,
Hamsteels Second XI v Cornsay Second XI,89,18950700,match information,Tony Webb minor counties collection,
Mr Bewicke's XI v Northern Nomads,89,18950709,match information,Tony Webb minor counties collection,
Chilton Moor Wednesday v Pittington Wednesday,90,18950710,match information,Tony Webb minor counties collection,
Seaham Harbour Tradesmen v Easington,90,18950700,match information,Tony Webb minor counties collection,
YMCA v Salem Athletic,90,18950700,match information,Tony Webb minor counties collection,
Tynemouth Second XI v Backworth Percy,90,18950700,match information,Tony Webb minor counties collection,
Alnwick Reserve v Alnwick Wednesday,90,18950700,match information,Tony Webb minor counties collection,
St George's Second XI v Northumberland Second XI,90,18950700,match information,Tony Webb minor counties collection,
Spennymoor Wednesday v Tudhoe,90,18950700,match information,Tony Webb minor counties collection,
Alnwick Wednesday v London And NE Works,90,18950700,match information,Tony Webb minor counties collection,
Wallsend Second XI v Northumberland Second XI,90,18950700,match information,Tony Webb minor counties collection,
Singleton House School v South Shields High School,90,18950710,match information,Tony Webb minor counties collection,
South Northumberland v Elswick Works,90,18950713,fixture information,Tony Webb minor counties collection,
Northern Nomads v The Borderers,90,18950711,match information,Tony Webb minor counties collection,
Mr Clayton's XI v Mr R G Mortimer's XI,91,18950829,match information,Tony Webb minor counties collection,
Mr A Browne's XI v Mr H J Salmon's XI,91,18950902,match information,Tony Webb minor counties collection,
A C Maclaren batting average,91,18950827,statistics,Tony Webb minor counties collection,
Mr Bewicke's XI v Mr F C R Clayton's XI,91,18950828,match information,Tony Webb minor counties collection,
Berwick v Kelso,91,18950828,match information,Tony Webb minor counties collection,
Doxford v Mr Spencer Ferguson's XI,91,18950827,match information,Tony Webb minor counties collection,
Newcastle Daily Journal cricket notice,91,18950829,newspaper cuttings,Tony Webb minor counties collection,
Ashington Portland v Alnmouth,92,18950828,match information,Tony Webb minor counties collection,
Mr S Clayton's XI v Mr F G H Clayton's XI,92,18950824,match information,Tony Webb minor counties collection,
Mr A Browne's Team v Mr H J Salmon's Team,92,18950826,match information,Tony Webb minor counties collection,
Mr Mortimer's XI v Mr Clayton's XI,92,18950829,match information,Tony Webb minor counties collection,
Acklington And District v Broomhill,92,18950800,match information,Tony Webb minor counties collection,
Acklington And District v Alnwick,92,18950828,match information,Tony Webb minor counties collection,
Newcastle Daily Journal,92,18950830,newspaper cuttings,Tony Webb minor counties collection,
Cardiff and District League team aggregates,93,18950713,statistics,Tony Webb minor counties collection,
Barry v Charles-Street,93,18950720,match information,Tony Webb minor counties collection,
YMCA v Cathays,93,18950720,match information,Tony Webb minor counties collection,
St James v Alpha,93,18950720,match information,Tony Webb minor counties collection,
Swansea v Llandovery,93,18950720,match information,Tony Webb minor counties collection,
Penarth v Water Rats,93,18950720,match information,Tony Webb minor counties collection,
Gentlemen Of Monmouthshire v R M L Militia,94,18950803,match information,Tony Webb minor counties collection,
Cardiff v Bristol Schoolmasters,94,18950805,fixture information,Tony Webb minor counties collection,
Cardiff players,94,18950805,player information,Tony Webb minor counties collection,
Windsor v Grange Conservatives,94,18950800,match information,Tony Webb minor counties collection,
Swansea Second v Singleton,94,18950803,match information,Tony Webb minor counties collection,
Herefordshire C And G v Cathedral School,95,18950704,match information,Tony Webb minor counties collection,
Malvern College v Kibborne School,95,18950700,match information,Tony Webb minor counties collection,
Ludlow Second XI v Ludlow Grammar School,95,18950703,match information,Tony Webb minor counties collection,
Usk Second XI v Newport Third XI,95,18950629,match information,Tony Webb minor counties collection,
Leominster v Hereford Cathedral School,95,18950703,match information,Tony Webb minor counties collection,
Ewyas Harold And Pontrilas v Garway United,95,18950627,match information,Tony Webb minor counties collection,
Ludlow Second XI v Young Men's Christian Association,95,18950627,match information,Tony Webb minor counties collection,
Ludlow And South Shropshire v Hereford County College,95,18950629,match information,Tony Webb minor counties collection,
Colwall v Wellington Heath,95,18950629,match information,Tony Webb minor counties collection,
Hornbury v Stoke Lacy,95,18950627,match information,Tony Webb minor counties collection,
Mr Ineson's XI v Mr Carrington's D'oyley Carte's XI,95,18950629,match information,Tony Webb minor counties collection,
Hereford Cathedral School v Lugwardine,95,18950629,match information,Tony Webb minor counties collection,
Lugwardine Second XI v Hereford Cathedral School Second XI,95,18950629,match information,Tony Webb minor counties collection,
Hereford County College v Hay,95,18950700,match information,Tony Webb minor counties collection,
Lucton School v Presteign,95,18950703,match information,Tony Webb minor counties collection,
Schoolmasters v Presteign,95,18950629,match information,Tony Webb minor counties collection,
Herefordshire Club and Ground match list,96,18950700,team information,Tony Webb minor counties collection,
Hereford Cathedral School Second XI v Lucton,96,18950629,match information,Tony Webb minor counties collection,
Hereford Cathedral School v Ross,96,18950629,match information,Tony Webb minor counties collection,
Hereford County College v Dean Close School Cheltenham,96,18950629,match information,Tony Webb minor counties collection,
Ludlow And South Shropshire v Radnor School,96,18950629,match information,Tony Webb minor counties collection,
Lugwardine And Withington v Marston,96,18950629,match information,Tony Webb minor counties collection,
Hereford Cathedral School match list,96,18950700,team information,Tony Webb minor counties collection,
Hereford County College match list,96,18950700,team information,Tony Webb minor counties collection,
Ludlow and South Shropshire match list,96,18950700,team information,Tony Webb minor counties collection,
Lugwardine and Withington match list,96,18950700,team information,Tony Webb minor counties collection,
Brynmawr match list,96,18950700,team information,Tony Webb minor counties collection,
Fixture information,96,18950706,fixture information,Tony Webb minor counties collection,
Herefordshire Club and Ground match list,97,18950720,team information,Tony Webb minor counties collection,
First-class matches,97,18950720,fixture information,Tony Webb minor counties collection,
Herefordshire Club and Ground players,97,18950720,player information,Tony Webb minor counties collection,
MCC players,97,18950720,player information,Tony Webb minor counties collection,
Herefordshire Club And Ground v Ludlow And South Shropshire,97,18950718,match information,Tony Webb minor counties collection,
Herefordshire Club And Ground v Leominster,97,18950713,match information,Tony Webb minor counties collection,
Bicton v Luxton School,97,18950713,match information,Tony Webb minor counties collection,
Durham v Worcestershire,97,18950716,match information,Tony Webb minor counties collection,
Hereford Cathedral School v Ludlow And South Shropshire,97,18950717,match information,Tony Webb minor counties collection,
Bromyard v Ledbury,98,18950713,match information,Tony Webb minor counties collection,
Monmouth v Ross,98,18950713,match information,Tony Webb minor counties collection,
Downton Castle v Ashford Court,98,18950713,match information,Tony Webb minor counties collection,
Hereford County College v Rosbury,98,18950711,match information,Tony Webb minor counties collection,
Tenbury v Ludlow And South Shropshire,98,18950713,match information,Tony Webb minor counties collection,
Ewyas Harold v Hereford St Martin's,98,18950713,match information,Tony Webb minor counties collection,
Prestigne v Weobley,98,18950713,match information,Tony Webb minor counties collection,
Presteign v Malvern,99,18950718,match information,Tony Webb minor counties collection,
Chepstow v Newport Second XI,99,18950725,match information,Tony Webb minor counties collection,
Knighton v Mr Salmon's XI,99,18950717,match information,Tony Webb minor counties collection,
Caynham Court v Greet,99,18950720,match information,Tony Webb minor counties collection,
Dilwyn v Birley,99,18950720,match information,Tony Webb minor counties collection,
Shropshire v Ludlow And South Shropshire,99,18950720,match information,Tony Webb minor counties collection,
Rossbury v Suckley,99,18950720,match information,Tony Webb minor counties collection,
Knighton v Mr Gisborne's XI,99,18950711,match information,Tony Webb minor counties collection,
Herefordshire match list,100,18950727,team information,Tony Webb minor counties collection,
First-class matches July and August 1895,100,18950700,fixture information,Tony Webb minor counties collection,
Foxley v Garnons,100,18950720,match information,Tony Webb minor counties collection,
Marshes v Bodenham,100,18950720,match information,Tony Webb minor counties collection,
Bircher v Hampton Court,100,18950720,match information,Tony Webb minor counties collection,
MCC And Ground v Monmouthshire And Ground,101,18950727,match information,Tony Webb minor counties collection,
Hereford City v Hereford County,101,18950801,match information,Tony Webb minor counties collection,
Lugwardine And Withington v Hereford St Martin's,101,18950727,match information,Tony Webb minor counties collection,
MCC v Shropshire,101,18950800,match information,Tony Webb minor counties collection,
Bromyard v Tenbury,101,18950727,match information,Tony Webb minor counties collection,
Ludlow And South Shropshire v Royal Monmouthshire Militia Engineers,101,18950729,match information,Tony Webb minor counties collection,
Ludlow v Lucton School,101,18950727,match information,Tony Webb minor counties collection,
Ross Second XI v Weston,101,18950727,match information,Tony Webb minor counties collection,
Clun v Aston-On-Clun,102,18950727,match information,Tony Webb minor counties collection,
Gloucester v Ross,102,18950731,match information,Tony Webb minor counties collection,
Snoxbeck v Kinsham,102,18950731,match information,Tony Webb minor counties collection,
Marden v Foxley,102,18950727,match information,Tony Webb minor counties collection,
Tram Inn v Pontrilas And Ewyas Harold,102,18950727,match information,Tony Webb minor counties collection,
Herefordshire Club and Ground match list,102,18950800,team information,Tony Webb minor counties collection,
First-class matches fixture information,102,18950800,fixture information,Tony Webb minor counties collection,
Glamorganshire v Mr V T Hill's XI,103,18950809,match information,Tony Webb minor counties collection,
Cheltenham v Haileybury,103,18950803,match information,Tony Webb minor counties collection,
Staffordshire v Worcestershire,103,18950806,match information,Tony Webb minor counties collection,
Ewias Harold And Pontrilas v Wyeside,103,18950800,match information,Tony Webb minor counties collection,
Ewias Harold And Pontrilas v Peterchurch,103,18950803,match information,Tony Webb minor counties collection,
Birley v Lilliwt,103,18950803,match information,Tony Webb minor counties collection,
Tewkesbury v Malvern,103,18950803,match information,Tony Webb minor counties collection,
Lugwardine And Withington v Mr H D L Barker's XI,103,18950803,match information,Tony Webb minor counties collection,
Stoke Lacy v Hampton Court,103,18950803,match information,Tony Webb minor counties collection,
Ludlow And South Shropshire v Free Foresters,104,18950803,match information,Tony Webb minor counties collection,
Marden v Weobley,104,18950803,match information,Tony Webb minor counties collection,
Hereford St v Foxley,104,18950803,match information,Tony Webb minor counties collection,
Herefordshire match list,104,18950800,team information,Tony Webb minor counties collection,
Worcestershire match list,104,18950800,team information,Tony Webb minor counties collection,
Ludlow and South Shropshire match list,104,18950800,team information,Tony Webb minor counties collection,
First-class matches,104,18950800,fixture information,Tony Webb minor counties collection,
Ludlow And South Shropshire v Church Stretton,105,18950820,match information,Tony Webb minor counties collection,
Ladies v Gentlemen,105,18950821,match information,Tony Webb minor counties collection,
Foxley v Garnons,105,18950810,match information,Tony Webb minor counties collection,
Dilwyn v Monkland,105,18950815,match information,Tony Webb minor counties collection,
Hereford Wye v St Martin's,105,18950815,match information,Tony Webb minor counties collection,
Colwall v Malvern Second XI,105,18950817,match information,Tony Webb minor counties collection,
Manner v Foxley,105,18950817,match information,Tony Webb minor counties collection,
Presteign v Woolley,105,18950817,match information,Tony Webb minor counties collection,
Much Marcle v Weston,105,18950817,match information,Tony Webb minor counties collection,
Leominster v Presteign,105,18950820,match information,Tony Webb minor counties collection,
Mr Dansey's XI v Mr C E Bagot's XI,105,18950820,match information,Tony Webb minor counties collection,
St Martin's v Tram Inn,106,18950823,match information,Tony Webb minor counties collection,
Dilwyn v Shobdon,106,18950817,match information,Tony Webb minor counties collection,
Harewood End v Hampton Court,106,18950817,match information,Tony Webb minor counties collection,
Hereford Times Cricket Challenge Trophy Final Presteign v Worcester St John's,106,18950824,match information,Tony Webb minor counties collection,
Presteign players,106,18950824,player information,Tony Webb minor counties collection,
Worcester St John's players,106,18950824,player information,Tony Webb minor counties collection,
Herefordshire Club and Ground match list,106,18950800,team information,Tony Webb minor counties collection,
Worcestershire match list,106,18950800,team information,Tony Webb minor counties collection,
First-class matches fixture information,106,18950800,fixture information,Tony Webb minor counties collection,
Leighton v Oxford Harlequins,106,18950820,match information,Tony Webb minor counties collection,
Hertfordshire match list,107,18950000,team information,Tony Webb minor counties collection,
Bedfordshire match list,107,18950000,team information,Tony Webb minor counties collection,
Hitchin match list,107,18950000,team information,Tony Webb minor counties collection,
Hitchin Nightingale organisation information,107,18950000,organisation information,Tony Webb minor counties collection,
Hitchin Blue Cross Temperance Brigade match list,107,18950000,team information,Tony Webb minor counties collection,
Stevenage match list,107,18950000,team information,Tony Webb minor counties collection,
Baldock match list,107,18950000,team information,Tony Webb minor counties collection,
Three Counties Asylum match list,107,18950000,team information,Tony Webb minor counties collection,
Sandy and District match list,107,18950000,team information,Tony Webb minor counties collection,
Hertfordshire,107,18950000,newspaper cuttings,Tony Webb minor counties collection,
Bedfordshire,107,18950000,newspaper cuttings,Tony Webb minor counties collection,
Hitchin,107,18950000,newspaper cuttings,Tony Webb minor counties collection,
Stevenage,107,18950000,newspaper cuttings,Tony Webb minor counties collection,
